epoch,step,tokens,loss,lr,grad_norm,dt,tok_per_sec
0.0030431991631202303,1,3595,2.1267130970954895,3.0431991631202304e-07,24.791702270507812,67.9250431060791,51.336039046203204
0.006086398326240461,2,7259,1.7921095192432404,6.086398326240461e-07,17.56610107421875,1.8558831214904785,53.94181339388921
0.00912959748936069,3,10836,1.6510701477527618,9.129597489360691e-07,15.558080673217773,1.8562772274017334,1927.3843048517383
0.012172796652480921,4,14440,1.5145383775234222,1.2172796652480921e-06,9.995251655578613,1.8607220649719238,1941.5203434050568
0.01521599581560115,5,17808,1.4989104866981506,1.5215995815601152e-06,9.63658332824707,1.858104944229126,1810.0500141329917
0.01825919497872138,6,21457,1.4822067618370056,1.8259194978721382e-06,12.22037124633789,1.8619534969329834,1963.8287984395115
0.02130239414184161,7,24952,1.45131915807724,2.130239414184161e-06,21.924375534057617,1.8630437850952148,1877.0608426885938
0.024345593304961843,8,28525,1.4390016794204712,2.4345593304961843e-06,16.64402198791504,1.8618731498718262,1917.829322415734
0.02738879246808207,9,32185,1.3859810531139374,2.7388792468082075e-06,14.02635669708252,1.8648123741149902,1965.7622756158007
0.0304319916312023,10,35982,1.4415767192840576,3.0431991631202304e-06,13.466170310974121,1.8621785640716553,2036.1297751480197
0.03347519079432253,11,39377,1.3142005801200867,3.347519079432253e-06,7.1742753982543945,1.8622798919677734,1823.1334338726513
0.03651838995744276,12,42959,1.310380607843399,3.6518389957442764e-06,10.505899429321289,1.8973052501678467,1923.4487873974135
0.03956158912056299,13,46522,1.2900408208370209,3.956158912056299e-06,8.956401824951172,1.86448335647583,1877.9266012597584
0.04260478828368322,14,50127,1.3094927966594696,4.260478828368322e-06,12.541914939880371,1.865967035293579,1933.5114939368636
0.04564798744680345,15,53757,1.3068659603595734,4.564798744680345e-06,16.50794219970703,1.8687338829040527,1945.3719874686208
0.048691186609923685,16,57368,1.33860844373703,4.869118660992369e-06,12.36583423614502,1.8664581775665283,1932.3243577027822
0.051734385773043914,17,60876,1.3253042697906494,5.173438577304391e-06,6.7533721923828125,1.8685402870178223,1879.4956362610276
0.05477758493616414,18,64300,1.3135970830917358,5.477758493616415e-06,7.903893947601318,1.8687479496002197,1832.4464416363646
0.05782078409928437,19,67888,1.2891124784946442,5.782078409928437e-06,7.402153015136719,1.8687894344329834,1920.0021066337913
0.0608639832624046,20,71479,1.2621815204620361,6.086398326240461e-06,7.387261867523193,1.8692004680633545,1921.5648022376363
0.06390718242552483,21,74945,1.2769056260585785,6.390718242552484e-06,6.743567943572998,1.8694581985473633,1854.2687417530242
0.06695038158864507,22,78580,1.197309672832489,6.695038158864506e-06,9.264643669128418,1.8718063831329346,1944.4136289458233
0.06999358075176529,23,82131,1.2689743638038635,6.999358075176529e-06,6.231795310974121,1.872011423110962,1897.0979220919828
0.07303677991488552,24,85695,1.2912983000278473,7.303677991488553e-06,6.090441703796387,1.8745551109313965,1903.8345364780112
0.07607997907800575,25,89433,1.254316359758377,7.607997907800576e-06,5.23414945602417,1.8701894283294678,1994.0731420495433
0.07912317824112598,26,92973,1.2779144942760468,7.912317824112599e-06,8.744024276733398,1.8722882270812988,1892.8563846936497
0.08216637740424622,27,96540,1.2627536952495575,8.216637740424621e-06,8.689087867736816,1.873575210571289,1905.1553860169165
0.08520957656736644,28,100132,1.2275188267230988,8.520957656736644e-06,6.635036945343018,1.8723649978637695,1917.1901825626367
0.08825277573048668,29,103949,1.2144186198711395,8.825277573048669e-06,6.594090938568115,1.8739309310913086,2038.5982457239456
0.0912959748936069,30,107587,1.173912674188614,9.12959748936069e-06,5.387047290802002,1.873525619506836,1941.3735798049731
0.09433917405672713,31,111216,1.256043940782547,9.433917405672714e-06,6.717075824737549,1.8743674755096436,1936.9897919812026
0.09738237321984737,32,114775,1.2104313671588898,9.738237321984737e-06,6.609023571014404,1.8736305236816406,1898.7738778556761
0.10042557238296759,33,118222,1.308854341506958,1.004255723829676e-05,8.656938552856445,1.8758058547973633,1839.7437255808177
0.10346877154608783,34,122018,1.2516281008720398,1.0346877154608783e-05,7.014610290527344,1.8766655921936035,2023.6635845291507
0.10651197070920805,35,125915,1.223341464996338,1.0651197070920806e-05,6.858639240264893,1.8792941570281982,2076.555362985507
0.10955516987232829,36,129492,1.141070693731308,1.095551698723283e-05,5.675470352172852,1.875410795211792,1903.37419324309
0.11259836903544851,37,133086,1.2791541516780853,1.1259836903544851e-05,5.665369987487793,1.8765056133270264,1916.3801387813414
0.11564156819856874,38,136602,1.1347283124923706,1.1564156819856874e-05,5.60180139541626,1.8754127025604248,1873.6954342311644
0.11868476736168898,39,139970,1.2907778024673462,1.1868476736168899e-05,7.963686943054199,1.8764305114746094,1795.8713809508736
0.1217279665248092,40,143394,1.1863984763622284,1.2172796652480921e-05,7.350832939147949,1.8773915767669678,1824.7411663058174
0.12477116568792944,41,146974,1.228851318359375,1.2477116568792944e-05,12.949588775634766,1.8783047199249268,1906.901066513291
0.12781436485104966,42,150598,1.2074460089206696,1.2781436485104969e-05,7.653703689575195,1.8781723976135254,1929.399400191491
0.1308575640141699,43,153961,1.214277744293213,1.308575640141699e-05,7.867636203765869,1.8783535957336426,1790.5704525703557
0.13390076317729013,44,157608,1.2033313810825348,1.3390076317729013e-05,8.409649848937988,1.8803050518035889,1941.5939620120162
0.13694396234041037,45,161143,1.2858942747116089,1.3694396234041037e-05,6.586341381072998,1.886195421218872,1880.0140948455291
0.13998716150353058,46,164765,1.1953726708889008,1.3998716150353058e-05,6.776726722717285,1.8803112506866455,1920.2676240510855
0.1430303606666508,47,168226,1.1501667499542236,1.4303036066665083e-05,7.5535078048706055,1.8787212371826172,1840.6527104148977
0.14607355982977105,48,171910,1.132550686597824,1.4607355982977106e-05,5.272495269775391,1.8814854621887207,1960.9082641364237
0.14911675899289129,49,175357,1.1972736716270447,1.4911675899289127e-05,8.02159309387207,1.878368854522705,1832.063052982682
0.1521599581560115,50,178663,1.1913085877895355,1.5215995815601151e-05,5.905360221862793,1.8795430660247803,1760.037700816785
0.15520315731913173,51,182305,1.2093005776405334,1.5520315731913176e-05,7.088855743408203,1.879187822341919,1937.7050017283207
0.15824635648225197,52,185831,1.099841594696045,1.5824635648225197e-05,9.589482307434082,1.8788495063781738,1876.3425124827372
0.1612895556453722,53,189463,1.1368995159864426,1.6128955564537218e-05,5.474920749664307,1.8800408840179443,1933.0978812674275
0.16433275480849244,54,193067,1.1460357904434204,1.6433275480849243e-05,8.90170955657959,1.8805696964263916,1916.9795883894199
0.16737595397161265,55,196621,1.2807695865631104,1.6737595397161267e-05,7.23046875,1.879150390625,1889.8528497792952
0.17041915313473288,56,200287,1.1199075281620026,1.704191531347329e-05,6.162793159484863,1.8809010982513428,1950.881642198259
0.17346235229785312,57,203904,1.219671368598938,1.7346235229785313e-05,5.061152458190918,1.8794975280761719,1923.014454807163
0.17650555146097335,58,207579,1.1415227353572845,1.7650555146097337e-05,5.225713729858398,1.8785796165466309,1955.3098341989735
0.1795487506240936,59,211251,1.1485096514225006,1.795487506240936e-05,7.971949100494385,1.880338430404663,1954.6682864313152
0.1825919497872138,60,214917,1.1690604984760284,1.825919497872138e-05,7.114407539367676,1.880861759185791,1949.6490316432287
0.18563514895033403,61,218586,1.1378604471683502,1.8563514895033404e-05,6.503592491149902,1.880728006362915,1950.7015771261567
0.18867834811345427,62,222223,1.1518525183200836,1.886783481134543e-05,8.282495498657227,1.8797361850738525,1933.8256184282002
0.1917215472765745,63,225917,1.2123169302940369,1.917215472765745e-05,8.72225284576416,1.8809795379638672,1965.1693835190322
0.19476474643969474,64,229555,1.1846162676811218,1.9476474643969474e-05,7.462313652038574,1.8806536197662354,1934.0986579461048
0.19780794560281495,65,233240,1.113700196146965,1.97807945602815e-05,5.868930339813232,1.8812432289123535,1959.425149463751
0.20085114476593519,66,236725,1.1604317128658295,2.008511447659352e-05,10.44237995147705,1.879772424697876,1852.4983619554944
0.20389434392905542,67,240239,1.1700899600982666,2.038943439290554e-05,7.198160171508789,1.8808104991912842,1869.3752253360049
0.20693754309217566,68,243883,1.10254368185997,2.0693754309217566e-05,7.051089286804199,1.8809340000152588,1937.4626000688834
0.2099807422552959,69,247374,1.2399415075778961,2.099807422552959e-05,9.32252025604248,1.8811697959899902,1855.992820573013
0.2130239414184161,70,250958,1.161772906780243,2.130239414184161e-05,7.144657611846924,1.8815674781799316,1905.1975040423574
0.21606714058153634,71,254497,1.1519840359687805,2.1606714058153636e-05,7.135552883148193,1.8832955360412598,1880.8785977866326
0.21911033974465657,72,257991,1.1786329448223114,2.191103397446566e-05,13.688587188720703,1.8831751346588135,1855.258472785682
0.2221535389077768,73,261581,1.140695944428444,2.221535389077768e-05,7.403728008270264,1.8827435970306396,1906.3548227289134
0.22519673807089702,74,265151,1.216666042804718,2.2519673807089703e-05,6.856709003448486,1.8846969604492188,1896.1689768221277
0.22823993723401725,75,268822,1.1531027257442474,2.2823993723401727e-05,6.466472148895264,1.884042739868164,1947.7932405244685
0.2312831363971375,76,272541,1.1381766200065613,2.3128313639713748e-05,6.922600746154785,1.8832447528839111,1973.9467270579207
0.23432633556025773,77,276235,1.1942598819732666,2.3432633556025773e-05,9.404092788696289,1.8828575611114502,1961.5081865186055
0.23736953472337796,78,279767,1.1436787247657776,2.3736953472337797e-05,5.8780107498168945,1.8960034847259521,1875.8721174399734
0.24041273388649817,79,283398,1.1347595155239105,2.4041273388649822e-05,5.411768913269043,1.8838226795196533,1915.080868390294
0.2434559330496184,80,286957,1.0860414654016495,2.4345593304961843e-05,8.830945014953613,1.8828504085540771,1889.2436314162499
0.24649913221273864,81,290624,1.0801710933446884,2.4649913221273864e-05,6.080002307891846,1.884826421737671,1947.579044697475
0.24954233137585888,82,294283,1.1840270161628723,2.495423313758589e-05,4.589564800262451,1.8848068714141846,1941.2928202835103
0.2525855305389791,83,297911,1.1507228016853333,2.525855305389791e-05,6.763687610626221,1.883141279220581,1924.865648053312
0.2556287297020993,84,301627,1.0750796049833298,2.5562872970209938e-05,10.183857917785645,1.8855717182159424,1973.2985735079985
0.25867192886521956,85,305235,1.163631409406662,2.586719288652196e-05,6.385712623596191,1.885251760482788,1913.477999878867
0.2617151280283398,86,308673,1.1264920830726624,2.617151280283398e-05,5.462644100189209,1.8844435214996338,1823.6291152538554
0.26475832719146003,87,312363,1.19997638463974,2.6475832719146004e-05,5.7049641609191895,1.8845131397247314,1958.1377514904295
0.26780152635458027,88,316005,1.1565414071083069,2.6780152635458026e-05,5.083475112915039,1.8835432529449463,1932.5946437985476
0.2708447255177005,89,319490,1.183610051870346,2.7084472551770047e-05,5.658343315124512,1.8849263191223145,1850.2362473233113
0.27388792468082074,90,323289,1.1646459996700287,2.7388792468082075e-05,4.2973833084106445,1.8833115100860596,2015.4633958153563
0.2769311238439409,91,326900,1.0988925993442535,2.7693112384394096e-05,5.393681049346924,1.882572889328003,1917.3673503620184
0.27997432300706115,92,330545,1.059355914592743,2.7997432300706117e-05,5.338253498077393,1.884763240814209,1936.1800122921707
0.2830175221701814,93,334279,1.1397185921669006,2.8301752217018145e-05,4.2248101234436035,1.884441614151001,1981.1506926392142
0.2860607213333016,94,337964,1.181226372718811,2.8606072133330166e-05,5.066114902496338,1.8840444087982178,1955.4864275591824
0.28910392049642186,95,341497,1.1923412680625916,2.8910392049642187e-05,5.027837753295898,1.8847827911376953,1875.2211909132266
0.2921471196595421,96,345063,1.160297155380249,2.921471196595421e-05,5.427557468414307,1.8842411041259766,1891.9952032496465
0.29519031882266233,97,348676,1.1550138890743256,2.9519031882266233e-05,5.441528797149658,1.8855500221252441,1917.4828487121476
0.29823351798578257,98,352209,1.1467172801494598,2.9823351798578254e-05,6.2843804359436035,1.8847520351409912,1873.723825166876
0.3012767171489028,99,355732,1.102456420660019,3.012767171489028e-05,5.190271854400635,1.8836500644683838,1869.2114051684564
0.304319916312023,100,359298,1.1482819020748138,3.0431991631202303e-05,5.3665995597839355,1.8853366374969482,1893.1329482402668
0.3073631154751432,101,362839,1.1217443346977234,3.073631154751433e-05,5.156660079956055,1.884305715560913,1878.1791694777542
0.31040631463826346,102,366400,1.1641482412815094,3.104063146382635e-05,9.03210163116455,1.8845529556274414,1889.820728447971
0.3134495138013837,103,370078,1.1698513627052307,3.134495138013837e-05,7.340708255767822,1.8852567672729492,1951.6564864983854
0.31649271296450393,104,373931,1.1420515924692154,3.1649271296450394e-05,5.803268909454346,1.8850703239440918,2043.7534381979276
0.31953591212762417,105,377538,1.1108404695987701,3.195359121276242e-05,7.125853061676025,1.885939121246338,1913.456465885661
0.3225791112907444,106,381207,1.1816330552101135,3.2257911129074436e-05,6.974559783935547,1.886519193649292,1945.4498603196228
0.32562231045386464,107,384854,1.2010716795921326,3.256223104538647e-05,8.079462051391602,1.8868393898010254,1933.1899788123678
