epoch,step,loss,lr,grad_norm,dt,tokens,tok_per_sec
1,40,1.4704692363739014,0.0001217279665248092,0.10265196859836578,17.808377742767334,70855,88.46794664182204
1,41,1.553496241569519,0.00012477116568792944,0.11350534111261368,17.841347694396973,72671,88.75812808042376
1,42,1.5081425905227661,0.00012781436485104967,0.12168442457914352,17.792654752731323,74356,88.88452459875964
1,43,1.569421410560608,0.0001308575640141699,0.09350662678480148,17.779659032821655,76211,89.2059954113268
1,44,1.5710842609405518,0.00013390076317729014,0.10494434833526611,17.76998996734619,78125,89.58300471127049
1,45,1.4645601511001587,0.00013694396234041037,0.11643458157777786,17.776158809661865,79904,89.79262356226549
1,46,1.4636454582214355,0.0001399871615035306,0.10077277570962906,17.830890893936157,81745,90.05690985845978
1,47,1.5107958316802979,0.00014303036066665083,0.09214670211076736,17.81293821334839,83523,90.24469518310138
1,48,1.4881178140640259,0.00014607355982977106,0.11181458085775375,17.776424884796143,85242,90.36634097216711
1,49,1.421230435371399,0.00014911675899289127,0.12435384839773178,17.786407947540283,87059,90.58451445176536
1,50,1.503218650817871,0.0001521599581560115,0.08797646313905716,17.736627340316772,88788,90.7093857206591
1,51,1.4183220863342285,0.00015520315731913173,0.10310658812522888,17.759641408920288,90483,90.79368646420946
1,52,1.4693349599838257,0.00015824635648225196,0.07676057517528534,17.775297164916992,92258,90.95249979465015
1,53,1.432415246963501,0.0001612895556453722,0.07096688449382782,17.79836654663086,93998,91.06989084531881
1,54,1.4712997674942017,0.00016433275480849243,0.0771096721291542,17.790273666381836,95734,91.18019958909574
1,55,1.428252935409546,0.00016737595397161266,0.07682661712169647,17.82636570930481,97470,91.28374807879857
1,56,1.3692036867141724,0.0001704191531347329,0.08202803879976273,17.81075882911682,99242,91.41836917713219
1,57,1.414064645767212,0.00017346235229785312,0.07447495311498642,17.82740092277527,101089,91.6152337570091
1,58,1.451524257659912,0.00017650555146097335,0.06706806272268295,17.812161207199097,102894,91.76962709767068
1,59,1.4291716814041138,0.00017954875062409356,0.06501791626214981,17.834067583084106,104833,92.03506437983278
1,60,1.4382680654525757,0.0001825919497872138,0.07872535288333893,17.827319383621216,106734,92.2600124257582
1,61,1.4478816986083984,0.00018563514895033402,0.08189995586872101,17.779645442962646,108401,92.28267825774137
1,62,1.4321868419647217,0.00018867834811345428,0.10151664912700653,17.770248413085938,110069,92.30623344835111
1,63,1.3891319036483765,0.0001917215472765745,0.07775373756885529,17.774821043014526,111986,92.53449735429503
1,64,1.397549033164978,0.00019476474643969474,0.07795684039592743,17.750067710876465,113744,92.62854035842881
1,65,1.4435031414031982,0.00019780794560281498,0.07874397933483124,17.75525188446045,115537,92.74761699274107
1,66,1.3984363079071045,0.0002008511447659352,0.08625756204128265,17.772320985794067,117195,92.75524276226717
1,67,1.4298720359802246,0.00020389434392905544,0.06248152628540993,17.81253671646118,118878,92.77925324700982
1,68,1.436018466949463,0.00020693754309217567,0.06704095005989075,17.787145137786865,120590,92.82674597973995
1,69,1.4396237134933472,0.0002099807422552959,0.06741701066493988,17.819122791290283,122546,93.05598367429624
1,70,1.362714409828186,0.0002130239414184161,0.07652444392442703,17.780046463012695,124404,93.20840619704653
1,71,1.3902037143707275,0.00021606714058153634,0.0665191039443016,17.779404878616333,126198,93.30953993477891
1,72,1.458825707435608,0.00021911033974465657,0.06597298383712769,17.849884033203125,128150,93.51855007462206
1,73,1.3860665559768677,0.0002221535389077768,0.0746002346277237,17.836847066879272,129892,93.57178497763138
1,74,1.3523317575454712,0.00022519673807089703,0.07173909991979599,17.858221769332886,131726,93.68767431636873
1,75,1.3670042753219604,0.00022823993723401726,0.0788380578160286,17.80176830291748,133530,93.78331111692869
1,76,1.4409335851669312,0.0002312831363971375,0.05869338661432266,17.78132915496826,135322,93.86959407245533
1,77,1.4389382600784302,0.00023432633556025773,0.06564293801784515,17.77152943611145,137081,93.9317919616279
1,78,1.4058783054351807,0.00023736953472337796,0.05994787439703941,17.786453008651733,138862,94.00643668206976
1,79,1.336817741394043,0.0002404127338864982,0.06015120819211006,17.816697597503662,140685,94.1054946352835
1,80,1.403421401977539,0.0002434559330496184,0.08797290176153183,17.792312622070312,142350,94.09929510009616
1,81,1.3580937385559082,0.00024649913221273865,0.07257991284132004,17.807390689849854,144092,94.14261998350105
1,82,1.375116229057312,0.0002495423313758589,0.08948805928230286,17.801767587661743,145817,94.17431143553212
1,83,1.4179677963256836,0.0002525855305389791,0.06748908013105392,17.79547381401062,147559,94.21651522280166
1,84,1.3911659717559814,0.00025562872970209935,0.1114768460392952,17.822346925735474,149438,94.34266143786863
1,85,1.4369401931762695,0.0002586719288652196,0.0687299594283104,17.81119990348816,151247,94.4229595503476
1,86,1.3785748481750488,0.0002617151280283398,0.07888926565647125,17.804712533950806,153058,94.50310348047437
1,87,1.361152172088623,0.00026475832719146004,0.09720511734485626,17.808570861816406,154816,94.54891276127228
1,88,1.4047092199325562,0.0002678015263545803,0.07221459597349167,17.834988832473755,156631,94.6266644340914
1,89,1.3872615098953247,0.0002708447255177005,0.07154516130685806,17.7863986492157,158284,94.60867666190907
1,90,1.3323113918304443,0.00027388792468082074,0.061314333230257034,17.81449818611145,160206,94.74858726821385
1,91,1.4067230224609375,0.00027693112384394097,0.08613263070583344,17.825950622558594,162045,94.8363684030407
1,92,1.3730494976043701,0.0002799743230070612,0.07770556211471558,17.770736694335938,163779,94.86455393500586
1,93,1.3747124671936035,0.00028301752217018143,0.05549878254532814,17.810672521591187,165517,94.89228670249352
1,94,1.3984771966934204,0.00028606072133330167,0.06582440435886383,17.81117057800293,167254,94.91886492135097
1,95,1.3497323989868164,0.0002891039204964219,0.0804341733455658,17.835723400115967,169103,95.00652556057948
1,96,1.3704488277435303,0.00029214711965954213,0.06385381519794464,17.858354330062866,171018,95.12796190434756
1,97,1.3561962842941284,0.0002951903188226623,0.059826817363500595,17.8628249168396,172861,95.20712031538343
1,98,1.3642374277114868,0.00029823351798578254,0.05121003836393356,17.8524911403656,174693,95.27927264397509
1,99,1.4056984186172485,0.00030127671714890277,0.07231489568948746,17.84392809867859,176515,95.34507264682513
1,100,1.3576562404632568,0.000304319916312023,0.062509685754776,17.751999378204346,178130,95.30355901344971
1,101,1.3810738325119019,0.00030736311547514323,0.06152946501970291,17.802026748657227,179930,95.35834779716028
1,102,1.3209638595581055,0.00031040631463826346,0.09116320312023163,17.85318636894226,181737,95.41322399021662
1,103,1.325411319732666,0.0003134495138013837,0.0668502151966095,17.86328911781311,183476,95.43120737688254
1,104,1.2987924814224243,0.00031649271296450393,0.0612105131149292,17.95116639137268,185306,95.49143500621085
1,105,1.3591004610061646,0.00031953591212762416,0.09668438136577606,17.928029537200928,187030,95.49756436195932
1,106,1.3078323602676392,0.0003225791112907444,0.1634114533662796,17.89048671722412,188717,95.48667462219194
1,107,1.3047164678573608,0.0003256223104538646,0.09063851833343506,17.895740747451782,190605,95.57651961200666
1,108,1.3326799869537354,0.00032866550961698485,0.11061018705368042,17.880828380584717,192404,95.62124043721587
1,109,1.3992345333099365,0.0003317087087801051,0.06564829498529434,17.966158151626587,194313,95.71533863978387
1,110,1.347631812095642,0.0003347519079432253,0.10083890706300735,17.884925842285156,195906,95.65728906872258
1,111,1.3854907751083374,0.00033779510710634555,0.40635910630226135,17.97193741798401,197848,95.76514505450896
1,112,1.4187895059585571,0.0003408383062694658,0.10717110335826874,17.880666494369507,199543,95.75681047732724
1,113,1.386726975440979,0.000343881505432586,1.423342227935791,17.993213415145874,201486,95.86148024081244
1,114,1.3268845081329346,0.00034692470459570624,0.7264469265937805,17.930613040924072,203178,95.8487995610147
1,115,1.3295930624008179,0.0003499679037588265,0.44243887066841125,17.879746675491333,204890,95.84796666055267
1,116,1.3302817344665527,0.0003530111029219467,0.22399277985095978,17.902619123458862,206783,95.93009998450454
1,117,1.3778228759765625,0.00035605430208506694,0.25672537088394165,17.81669044494629,208422,95.8978089782543
1,118,1.2799875736236572,0.0003590975012481871,0.498974472284317,17.934711456298828,210273,95.95762543505425
1,119,1.3482892513275146,0.00036214070041130735,0.30005961656570435,17.92842149734497,212055,95.98551267796955
1,120,1.2896718978881836,0.0003651838995744276,0.431311696767807,17.959040641784668,213918,96.04799838957422
1,121,1.322181224822998,0.0003682270987375478,0.2220277339220047,17.961135864257812,215685,96.0666353954342
1,122,1.388670802116394,0.00037127029790066804,0.13322144746780396,17.982234954833984,217488,96.09998840074637
1,123,1.3764458894729614,0.00037431349706378833,0.11095545440912247,17.989241361618042,219265,96.12112321879394
1,124,1.3418363332748413,0.00037735669622690856,0.21542130410671234,17.94824457168579,221013,96.13102517524268
1,125,1.3379395008087158,0.0003803998953900288,0.32949450612068176,17.984505891799927,222828,96.16818707328568
1,126,1.2988917827606201,0.000383443094553149,0.201939657330513,18.01605534553528,224707,96.23087515551742
1,127,1.3602938652038574,0.00038648629371626926,0.11678515374660492,18.011587619781494,226603,96.30001990949653
1,128,1.3174118995666504,0.0003895294928793895,0.381671667098999,17.98397707939148,228377,96.31778409084522
1,129,1.3480863571166992,0.0003925726920425097,0.22063884139060974,17.984174489974976,230134,96.32815617968126
1,130,1.2811063528060913,0.00039561589120562995,0.5031804442405701,17.98507571220398,232011,96.38819067018797
1,131,1.2657421827316284,0.0003986590903687502,0.18608419597148895,18.014460802078247,233935,96.46554643797536
1,132,1.2731643915176392,0.0004017022895318704,0.31056880950927734,17.975374221801758,235646,96.45612015618119
1,133,1.32407546043396,0.00040474548869499064,1.0624384880065918,17.994049072265625,237316,96.42943999685856
1,134,1.3588289022445679,0.0004077886878581109,0.7657423615455627,18.024664640426636,239095,96.44592519271083
1,135,1.293607473373413,0.0004108318870212311,0.3634987771511078,18.044021606445312,240882,96.46462828288573
1,136,1.280592441558838,0.00041387508618435134,1.7287081480026245,18.023865461349487,242620,96.46435289162226
1,137,1.2879410982131958,0.00041691828534747157,0.9629150032997131,18.001392126083374,244323,96.45112266678413
1,138,1.2770540714263916,0.0004199614845105918,0.5343112945556641,17.98242163658142,245979,96.42037151053803
1,139,1.273300290107727,0.000423004683673712,0.5129656195640564,17.996061086654663,247737,96.42924195000431
1,140,1.3084125518798828,0.0004260478828368322,0.6443705558776855,17.989032983779907,249526,96.45023271229367
1,141,1.3514317274093628,0.00042909108199995244,0.49883463978767395,18.0384783744812,251350,96.48253760742512
1,142,1.3014247417449951,0.0004321342811630727,0.5655742287635803,18.06472420692444,253138,96.49970874460674
1,143,1.3231279850006104,0.0004351774803261929,0.2728094458580017,18.0244300365448,254856,96.49161505198006
1,144,1.3262220621109009,0.00043822067948931314,0.5963040590286255,18.04373002052307,256674,96.52053517438625
1,145,1.3396981954574585,0.00044126387865243337,0.5030055642127991,17.987975358963013,258497,96.55294368920006
1,146,1.3165642023086548,0.0004443070778155536,0.3578122556209564,17.989619731903076,260290,96.57373098484261
1,147,1.2714039087295532,0.00044735027697867383,0.832734227180481,17.959834575653076,261954,96.54775707028386
1,148,1.2907757759094238,0.00045039347614179407,1.236881971359253,18.001826763153076,263644,96.53016095965319
1,149,1.3056429624557495,0.0004534366753049143,0.7801787257194519,18.033198595046997,265374,96.52624207558374
1,150,1.3149490356445312,0.00045647987446803453,1.2349998950958252,18.099961519241333,267221,96.56232582666493
1,151,1.3385528326034546,0.00045952307363115476,0.9309648871421814,18.000582456588745,268850,96.52311977448164
1,152,1.2868683338165283,0.000462566272794275,1.3048248291015625,17.9927396774292,270592,96.52499669651885
1,153,1.240821123123169,0.0004656094719573952,0.530052125453949,18.02040457725525,272473,96.57517013750787
1,154,1.3097904920578003,0.00046865267112051546,0.6268113851547241,17.97788953781128,274294,96.60502047013226
1,155,1.2394975423812866,0.0004716958702836357,0.963342010974884,17.98339605331421,276163,96.65110903299887
1,156,1.2703015804290771,0.0004747390694467559,0.35312700271606445,17.980724334716797,277894,96.64871642598965
1,157,1.3390659093856812,0.00047778226860987615,1.957304835319519,17.999995946884155,279589,96.63326769931851
1,158,1.2364293336868286,0.0004808254677729964,0.8398429155349731,18.003236770629883,281372,96.64812880318213
1,159,1.3178017139434814,0.0004838686669361166,0.2268608659505844,18.039483308792114,283189,96.67321679581397
1,160,1.2341418266296387,0.0004869118660992368,1.5612725019454956,18.001964807510376,284830,96.63951476421283
1,161,1.2883915901184082,0.0004899550652623571,0.9885782599449158,18.018041372299194,286552,96.63301354275633
1,162,1.257004976272583,0.0004929982644254773,1.0442290306091309,18.069056510925293,288486,96.69599690711985
1,163,1.2142456769943237,0.0004960414635885975,1.2426249980926514,18.031524419784546,290317,96.72511592634712
1,164,1.3863660097122192,0.0004990846627517178,0.3450322449207306,18.05870270729065,292189,96.76659444963033
1,165,1.2163796424865723,0.000502127861914838,0.9580764770507812,18.062816619873047,294021,96.79428064628739
1,166,1.2962714433670044,0.0005051710610779582,1.5874496698379517,18.011902809143066,295732,96.78365369456128
1,167,1.2299933433532715,0.0005082142602410785,0.37133583426475525,18.024642944335938,297482,96.7854382836921
1,168,1.1817656755447388,0.0005112574594041987,1.4643315076828003,18.07271909713745,299281,96.80154564182847
1,169,1.2649149894714355,0.0005143006585673189,2.003314971923828,18.081443071365356,301150,96.83970400239795
1,170,1.2470426559448242,0.0005173438577304392,0.5525361895561218,18.07270312309265,303031,96.88152879875234
1,171,1.2848693132400513,0.0005203870568935594,2.488201856613159,18.023987770080566,304923,96.92786860802637
1,172,1.206817626953125,0.0005234302560566796,3.684239387512207,18.028021335601807,306664,96.92583189665793
1,173,1.2894971370697021,0.0005264734552197999,2.1520442962646484,18.010035276412964,308373,96.91431002158942
1,174,1.256748080253601,0.0005295166543829201,0.8881511092185974,18.063701629638672,310172,96.92938780067958
1,175,1.2703261375427246,0.0005325598535460403,2.485250949859619,18.041953325271606,311904,96.9241596831915
1,176,1.2246261835098267,0.0005356030527091606,4.547224521636963,18.05134415626526,313733,96.94868472231565
1,177,1.2845985889434814,0.0005386462518722808,3.5461082458496094,18.036045789718628,315531,96.96386694385232
1,178,1.1789928674697876,0.000541689451035401,2.30326247215271,18.0461905002594,317351,96.9853029786182
1,179,1.3096853494644165,0.0005447326501985212,1.732657551765442,18.03485918045044,319049,96.96975304491725
1,180,1.3371495008468628,0.0005477758493616415,2.5171661376953125,18.057575225830078,320860,96.98787059000877
1,181,1.2846851348876953,0.0005508190485247617,2.19282865524292,18.08497166633606,322729,97.02242832327546
1,182,1.1988945007324219,0.0005538622476878819,0.5481658577919006,18.07109022140503,324598,97.0570148240798
1,183,1.2112423181533813,0.0005569054468510022,0.9839649200439453,18.012590408325195,326384,97.06823503908646
1,184,1.264697551727295,0.0005599486460141224,1.7977908849716187,18.06683349609375,328200,97.08665194880692
