epoch,step,loss,lr,grad_norm,dt,tokens,tok_per_sec
1,1,1.3139772415161133,5.705998430850431e-07,36.80672836303711,104.69316935539246,275,2.6267233794658056
1,2,5.985408306121826,1.1411996861700862e-06,177.096435546875,2.119804859161377,461,4.315944822943239
1,3,6.963169574737549,1.7117995292551297e-06,538.3936157226562,2.151789426803589,714,6.552547485588581
1,4,6.742490291595459,2.2823993723401725e-06,17.280834197998047,2.149325132369995,926,8.333723518857628
1,5,5.337222099304199,2.8529992154252155e-06,7.255198001861572,2.1601598262786865,1153,10.178563665559516
1,6,7.5026702880859375,3.4235990585102593e-06,55.6984977722168,2.1685333251953125,1369,11.858352426333639
1,7,4.90358304977417,3.994198901595302e-06,9.50901985168457,2.173800230026245,1589,13.509597638304498
1,8,4.564779758453369,4.564798744680345e-06,1.0289722681045532,2.171008825302124,1790,14.942650410974206
1,9,4.44488525390625,5.135398587765388e-06,0.8005998730659485,2.1805660724639893,2001,16.405383530446713
1,10,4.307371616363525,5.705998430850431e-06,0.5563626885414124,2.192760467529297,2216,17.84720020591478
1,11,4.545552730560303,6.276598273935475e-06,0.49998459219932556,2.1853346824645996,2420,19.153030457909527
1,12,4.278024196624756,6.847198117020519e-06,0.39280179142951965,2.1891825199127197,2624,20.413840749466864
1,13,4.806926727294922,7.417797960105561e-06,58.128746032714844,2.225412368774414,2865,21.90938251033215
1,14,4.145273208618164,7.988397803190605e-06,0.420440673828125,2.2143149375915527,3084,23.191375031082785
1,15,4.3278679847717285,8.558997646275646e-06,0.4464971721172333,2.2052876949310303,3260,24.114921720049086
1,16,4.333228588104248,9.12959748936069e-06,0.3468395471572876,2.227940320968628,3501,25.477705213072397
1,17,4.045919418334961,9.700197332445735e-06,0.3373202085494995,2.2259843349456787,3697,26.47512217109095
1,18,4.066145896911621,1.0270797175530777e-05,0.3884004056453705,2.241647481918335,3946,27.811756583603156
1,19,4.0580854415893555,1.084139701861582e-05,0.29523375630378723,2.240875005722046,4143,28.746155122673343
1,20,3.9051876068115234,1.1411996861700862e-05,0.32079893350601196,2.242687225341797,4318,29.501274545625023
1,21,3.8136394023895264,1.1982596704785907e-05,0.35478508472442627,2.2636616230010986,4572,30.760848930457737
1,22,3.75337290763855,1.255319654787095e-05,0.24932041764259338,2.2677881717681885,4795,31.77630935796997
1,23,3.79211688041687,1.3123796390955994e-05,0.29972150921821594,2.2595138549804688,4963,32.404360743199014
1,24,3.543431043624878,1.3694396234041037e-05,0.4150107204914093,2.276209592819214,5165,33.22935673674754
1,25,3.624372720718384,1.4264996077126079e-05,0.2993296980857849,2.2907087802886963,5396,34.21126883405492
1,26,3.4377498626708984,1.4835595920211122e-05,0.2410975843667984,2.2989463806152344,5621,35.12575582215616
1,27,3.437037229537964,1.5406195763296166e-05,0.3058215379714966,2.3077213764190674,5839,35.96925889185415
1,28,3.3502819538116455,1.597679560638121e-05,0.23678816854953766,2.310837745666504,6060,36.80664872581368
1,29,3.399592876434326,1.6547395449466253e-05,0.2716222107410431,2.313267946243286,6278,37.602332402896074
1,30,3.410600185394287,1.7117995292551293e-05,0.1965198814868927,2.3055078983306885,6494,38.36621404881415
1,31,3.3642468452453613,1.7688595135636336e-05,0.30506736040115356,2.300933837890625,6726,39.203868777714646
1,32,3.191396474838257,1.825919497872138e-05,0.2762744426727295,2.2986395359039307,6958,40.01987814152831
1,33,3.46576189994812,1.8829794821806426e-05,0.284748375415802,2.292135715484619,7174,40.72526643001587
1,34,3.397495746612549,1.940039466489147e-05,0.2896842956542969,2.278378486633301,7385,41.38770072831429
1,35,3.408425807952881,1.997099450797651e-05,0.21114419400691986,2.269942045211792,7580,41.94685533765337
1,36,3.1802172660827637,2.0541594351061553e-05,0.2394070327281952,2.266127347946167,7777,42.503946829419164
1,37,3.349557876586914,2.1112194194146597e-05,0.24689024686813354,2.2558608055114746,7962,42.98501290923211
1,38,3.141223907470703,2.168279403723164e-05,0.3775387108325958,2.2559075355529785,8184,43.6518390296868
1,39,3.2394227981567383,2.2253393880316684e-05,0.22917960584163666,2.2559738159179688,8412,44.33440892493133
1,40,3.0690670013427734,2.2823993723401724e-05,0.2668452560901642,2.2515525817871094,8617,44.88217437215541
1,41,3.2221429347991943,2.339459356648677e-05,0.1775306910276413,2.249763250350952,8886,45.74714783655463
1,42,2.971102476119995,2.3965193409571814e-05,0.22131465375423431,2.2455737590789795,9100,46.31338951468729
