epoch,step,tokens,loss,lr,grad_norm,dt,tok_per_sec
0.00128,1,2879,1.9470393657684326,6.25e-06,48.12664794921875,85.42849540710449,33.70069888601331
0.00256,2,5431,1.7068171203136444,4.419417382415922e-06,24.978540420532227,1.8600525856018066,1372.0042216840438
0.00384,3,8505,1.4835456907749176,3.608439182435161e-06,12.853137016296387,1.8644309043884277,1648.760483836936
0.00512,4,11332,1.513140857219696,3.125e-06,14.138116836547852,1.8618814945220947,1518.3565701240457
0.0064,5,14110,1.5571667551994324,2.7950849718747372e-06,17.8187198638916,1.8612127304077148,1492.575219701756
0.00768,6,16923,1.50541490316391,2.551551815399144e-06,17.89049530029297,1.8630990982055664,1509.849906915486
0.00896,7,19940,1.332742840051651,2.3622779563076706e-06,13.507057189941406,1.8635456562042236,1618.9568471025273
0.01024,8,22928,1.3604993224143982,2.209708691207961e-06,12.912554740905762,1.8655986785888672,1601.6306370135906
0.01152,9,25698,1.6611857116222382,2.0833333333333334e-06,13.415555953979492,1.8658673763275146,1484.5642488546214
0.0128,10,28996,1.4281538724899292,1.976423537605237e-06,11.843351364135742,1.865940809249878,1767.473000028238
0.01408,11,31743,1.4486732184886932,1.8844459036110228e-06,13.33023738861084,1.8668484687805176,1471.463831124132
0.01536,12,34600,1.5303940176963806,1.8042195912175806e-06,18.930580139160156,1.8677501678466797,1529.6478346961262
0.01664,13,37735,1.3994495868682861,1.733438113203841e-06,13.846299171447754,1.8677129745483398,1678.5234362673536
0.01792,14,40463,1.3976925909519196,1.6703827619526526e-06,16.33107566833496,1.865621566772461,1462.2472470231248
0.0192,15,43516,1.3428107500076294,1.6137430609197573e-06,10.233271598815918,1.8677127361297607,1634.619682642615
0.02048,16,46370,1.4822070598602295,1.5625e-06,19.162433624267578,1.867750644683838,1528.0412340497994
0.02176,17,49380,1.4173721671104431,1.5158476564770812e-06,12.620949745178223,1.8690924644470215,1610.4072202177117
0.02304,18,52279,1.498232901096344,1.473139127471974e-06,12.907025337219238,1.8683547973632812,1551.6324865551333
0.02432,19,55082,1.5519042313098907,1.4338483366910111e-06,15.170855522155762,1.8691320419311523,1499.626530988144
0.0256,20,58178,1.474123477935791,1.3975424859373686e-06,13.507073402404785,1.8664612770080566,1658.7539415566648
0.02688,21,61046,1.4909518659114838,1.3638618139749525e-06,12.801031112670898,1.8679285049438477,1535.3906706864113
0.02816,22,64006,1.512231469154358,1.3325044772225653e-06,12.898846626281738,1.8696284294128418,1583.2022841723638
0.02944,23,66779,1.5044029653072357,1.3032150878567174e-06,12.74169921875,1.8667418956756592,1485.4758477450491
0.03072,24,69635,1.4132474064826965,1.275775907699572e-06,12.81712818145752,1.8695595264434814,1527.63255708314
0.032,25,72537,1.3641519844532013,1.25e-06,13.367444038391113,1.8690896034240723,1552.627543743056
0.03328,26,75450,1.3317110240459442,1.2257258446136503e-06,12.659832954406738,1.869596242904663,1558.090422493721
0.03456,27,78653,1.3875860571861267,1.2028130608117205e-06,12.83820915222168,1.8720014095306396,1711.0029851970448
0.03584,28,81573,1.353264331817627,1.1811389781538353e-06,15.034340858459473,1.8684074878692627,1562.8282475628357
0.03712,29,84349,1.513019323348999,1.1605958636065741e-06,14.19522762298584,1.8681859970092773,1485.9334158611694
0.0384,30,87580,1.3670731484889984,1.141088661469096e-06,10.395591735839844,1.869694471359253,1728.0898293778923
0.03968,31,90426,1.4999832212924957,1.1225331376673432e-06,13.24956226348877,1.868009328842163,1523.5469952197825
0.04096,32,93096,1.3490180969238281,1.1048543456039805e-06,11.198409080505371,1.8672287464141846,1429.9265717322812
0.04224,33,95796,1.3993014097213745,1.0879853497231117e-06,14.498098373413086,1.8682897090911865,1445.1720131314066
0.04352,34,98743,1.2754862606525421,1.0718661571406803e-06,13.042582511901855,1.8687105178833008,1577.0232851999378
0.0448,35,101787,1.4500867426395416,1.0564428184106457e-06,10.272411346435547,1.8677034378051758,1629.809068391042
0.04608,36,104497,1.3692697286605835,1.0416666666666667e-06,14.711237907409668,1.8698363304138184,1449.3247114308892
0.04736,37,107769,1.3844265937805176,1.0274936706584832e-06,10.732827186584473,1.8714611530303955,1748.3665074755936
0.04864,38,110766,1.4455736875534058,1.013883882067266e-06,12.067712783813477,1.870452642440796,1602.2859558150303
0.04992,39,114041,1.4488245844841003,1.0008009612817945e-06,11.387016296386719,1.869882345199585,1751.4470942023027
0.0512,40,116814,1.4340800642967224,9.882117688026186e-07,12.7084379196167,1.8656082153320312,1486.3785317896854
0.05248,41,119593,1.389545351266861,9.76086011803788e-07,11.256559371948242,1.8676023483276367,1488.0041259792179
0.05376,42,122720,1.2841314375400543,9.643959372630745e-07,12.222807884216309,1.9025492668151855,1643.5842448561193
0.05504,43,125658,1.3427570164203644,9.531160645787792e-07,15.223228454589844,1.8682150840759277,1572.624065099666
0.05632,44,128560,1.3991952538490295,9.422229518055114e-07,13.783943176269531,1.8686017990112305,1553.0328620766563
0.0576,45,131433,1.528628796339035,9.316949906249125e-07,14.823295593261719,1.8679907321929932,1538.0161959514332
0.05888,46,134454,1.4038440883159637,9.215122259681072e-07,14.61545181274414,1.8692536354064941,1616.1530692131264
0.06016,47,137090,1.4425693154335022,9.11656196861841e-07,14.205952644348145,1.867690086364746,1411.3690591626391
0.06144,48,140153,1.3776972591876984,9.021097956087903e-07,12.158014297485352,1.8694493770599365,1638.4503574079915
0.06272,49,142970,1.3390544950962067,8.928571428571428e-07,12.936455726623535,1.867236852645874,1508.6463166192932
0.064,50,145794,1.5060232281684875,8.838834764831844e-07,13.978273391723633,1.8691222667694092,1510.869593823309
0.06528,51,148518,1.5227843821048737,8.751750525175061e-07,13.546990394592285,1.8703927993774414,1456.3785750814914
0.06656,52,151550,1.2829018235206604,8.667190566019205e-07,11.792793273925781,1.8690636157989502,1622.2026764476611
0.06784,53,154585,1.346123605966568,8.585035246793065e-07,11.478172302246094,1.8661837577819824,1626.3135864000833
0.06912,54,157571,1.3653843402862549,8.505172717997146e-07,16.797183990478516,1.8680965900421143,1598.4184200736022
0.0704,55,160458,1.4244665503501892,8.427498280790526e-07,13.083431243896484,1.8702969551086426,1543.60514361865
0.07168,56,163398,1.279791235923767,8.351913809763263e-07,12.377289772033691,1.8667433261871338,1574.9353211858095
0.07296,57,166308,1.3898993730545044,8.278327231656525e-07,16.126976013183594,1.8677892684936523,1557.991604881035
0.07424,58,168859,1.4953110218048096,8.20665205373266e-07,16.415525436401367,1.8682632446289062,1365.4392695108156
0.07552,59,171838,1.2180523574352264,8.136806936301492e-07,11.955069541931152,1.866438627243042,1596.087841581133
0.0768,60,174654,1.4137747883796692,8.068715304598787e-07,16.675518035888672,1.8675007820129395,1507.8976282755252
0.07808,61,177626,1.569092035293579,8.002304995805999e-07,15.309765815734863,1.869882345199585,1589.4048134257232
0.07936,62,180671,1.4237987101078033,7.937507937511907e-07,12.90304183959961,1.8692517280578613,1628.9940805157005
0.08064,63,183340,1.341338336467743,7.874259854358901e-07,11.022945404052734,1.8673160076141357,1429.3242221010967
0.08192,64,186379,1.3429006934165955,7.8125e-07,11.485816955566406,1.8689241409301758,1626.0692092550476
0.0832,65,189216,1.3124433755874634,7.752170911825529e-07,28.926729202270508,1.8703255653381348,1516.848217538587
0.08448,66,192326,1.3292481303215027,7.693218186208297e-07,10.910248756408691,1.8723485469818115,1661.0155224641576
0.08576,67,195143,1.4776171743869781,7.635590272269076e-07,10.678318977355957,1.8685710430145264,1507.5691184079324
0.08704,68,198123,1.1979310512542725,7.579238282385406e-07,11.61789321899414,1.8717124462127686,1592.1249046720534
0.08832,69,201541,1.3537519872188568,7.524115817860576e-07,12.62093734741211,1.8712823390960693,1826.5549396736567
0.0896,70,204210,1.39761483669281,7.47017880833996e-07,12.199094772338867,1.8693535327911377,1427.766312354468
0.09088,71,206889,1.49494206905365,7.417385363711584e-07,12.090887069702148,1.8684146404266357,1433.8359066744813
0.09216,72,209695,1.2612843811511993,7.36569563735987e-07,17.35493278503418,1.8681259155273438,1502.0400802094266
0.09344,73,212378,1.4902549088001251,7.315071699758161e-07,12.764480590820312,1.8691132068634033,1435.4400740137064
